"cmd","attr","lhs","rhs","verbose","raw","tag","setting_source"
i,,<C-@>,insert previously inserted text and stop insert,,|i_CTRL-@|	CTRL-@		insert previously inserted text and stop insert,i_CTRL-@,builtin
i,,<C-a>,insert previously inserted text,,|i_CTRL-A|	CTRL-A		insert previously inserted text,i_CTRL-A,builtin
i,,<C-b>,not used |i_CTRL-B-gone|,,		CTRL-B		not used |i_CTRL-B-gone|,,builtin
i,,<C-c>,"quit insert mode, without checking for abbreviation, unless 'insertmode' set.",,"|i_CTRL-C|	CTRL-C		quit insert mode, without checking for abbreviation, unless 'insertmode' set.",i_CTRL-C,builtin
i,,<C-d>,delete one shiftwidth of indent in the current line,,|i_CTRL-D|	CTRL-D		delete one shiftwidth of indent in the current line,i_CTRL-D,builtin
i,,<C-e>,insert the character which is below the cursor,,|i_CTRL-E|	CTRL-E		insert the character which is below the cursor,i_CTRL-E,builtin
i,,<C-f>,not used (but by default it's in 'cinkeys' to re-indent the current line),,		CTRL-F		not used (but by default it's in 'cinkeys' to re-indent the current line),,builtin
i,,<C-g><C-j>,"line down, to column where inserting started",,"|i_CTRL-G_j|	CTRL-G CTRL-J	line down, to column where inserting started",i_CTRL-G_j,builtin
i,,<C-g>j,"line down, to column where inserting started",,"|i_CTRL-G_j|	CTRL-G j	line down, to column where inserting started",i_CTRL-G_j,builtin
i,,<C-g><Down>,"line down, to column where inserting started",,"|i_CTRL-G_j|	CTRL-G <Down>	line down, to column where inserting started",i_CTRL-G_j,builtin
i,,<C-g><C-k>,"line up, to column where inserting started",,"|i_CTRL-G_k|	CTRL-G CTRL-K	line up, to column where inserting started",i_CTRL-G_k,builtin
i,,<C-g>k,"line up, to column where inserting started",,"|i_CTRL-G_k|	CTRL-G k	line up, to column where inserting started",i_CTRL-G_k,builtin
i,,<C-g><Up>,"line up, to column where inserting started",,"|i_CTRL-G_k|	CTRL-G <Up>	line up, to column where inserting started",i_CTRL-G_k,builtin
i,,<C-g>u,start new undoable edit,,|i_CTRL-G_u|	CTRL-G u	start new undoable edit,i_CTRL-G_u,builtin
i,,<C-g>U,don't break undo with next cursor movement,,|i_CTRL-G_U|	CTRL-G U	don't break undo with next cursor movement,i_CTRL-G_U,builtin
i,,<BS>,delete character before the cursor,,|i_<BS>|	<BS>		delete character before the cursor,i_<BS>,builtin
i,,<C-h>,same as <BS>,,|i_CTRL-H|	CTRL-H		same as <BS>,i_CTRL-H,builtin
i,,<Tab>,insert a <Tab> character,,|i_<Tab>|	<Tab>		insert a <Tab> character,i_<Tab>,builtin
i,,<C-i>,same as <Tab>,,|i_CTRL-I|	CTRL-I		same as <Tab>,i_CTRL-I,builtin
i,,<NL>,same as <CR>,,|i_<NL>|	<NL>		same as <CR>,i_<NL>,builtin
i,,<C-j>,same as <CR>,,|i_CTRL-J|	CTRL-J		same as <CR>,i_CTRL-J,builtin
i,,<C-l>,when 'insertmode' set: Leave Insert mode,,|i_CTRL-L|	CTRL-L		when 'insertmode' set: Leave Insert mode,i_CTRL-L,builtin
i,,<CR>,begin new line,,|i_<CR>|	<CR>		begin new line,i_<CR>,builtin
i,,<C-m>,same as <CR>,,|i_CTRL-M|	CTRL-M		same as <CR>,i_CTRL-M,builtin
i,,<C-n>,find next match for keyword in front of the cursor,,|i_CTRL-N|	CTRL-N		find next match for keyword in front of the cursor,i_CTRL-N,builtin
i,,<C-o>,execute a single command and return to insert mode,,|i_CTRL-O|	CTRL-O		execute a single command and return to insert mode,i_CTRL-O,builtin
i,,<C-p>,find previous match for keyword in front of the cursor,,|i_CTRL-P|	CTRL-P		find previous match for keyword in front of the cursor,i_CTRL-P,builtin
i,,<C-q>,"same as CTRL-V, unless used for terminal control flow",,"|i_CTRL-Q|	CTRL-Q		same as CTRL-V, unless used for terminal control flow",i_CTRL-Q,builtin
i,,<C-s>,not used or used for terminal control flow,,		CTRL-S		not used or used for terminal control flow,,builtin
i,,<C-t>,insert one shiftwidth of indent in current line,,|i_CTRL-T|	CTRL-T		insert one shiftwidth of indent in current line,i_CTRL-T,builtin
i,,<C-u>,delete all entered characters in the current line,,|i_CTRL-U|	CTRL-U		delete all entered characters in the current line,i_CTRL-U,builtin
i,,<C-v>{char},insert next non-digit literally,,|i_CTRL-V|	CTRL-V {char}	insert next non-digit literally,i_CTRL-V,builtin
i,,<C-w>,delete word before the cursor,,|i_CTRL-W|	CTRL-W		delete word before the cursor,i_CTRL-W,builtin
i,,<C-x>{mode},"enter CTRL-X sub mode, see |i_CTRL-X_index|",,"|i_CTRL-X|	CTRL-X {mode}	enter CTRL-X sub mode, see |i_CTRL-X_index|",i_CTRL-X,builtin
i,,<C-y>,insert the character which is above the cursor,,|i_CTRL-Y|	CTRL-Y		insert the character which is above the cursor,i_CTRL-Y,builtin
i,,<C-z>,when 'insertmode' set: suspend Vim,,|i_CTRL-Z|	CTRL-Z		when 'insertmode' set: suspend Vim,i_CTRL-Z,builtin
i,,<Esc>,end insert mode (unless 'insertmode' set),,|i_<Esc>|	<Esc>		end insert mode (unless 'insertmode' set),i_<Esc>,builtin
i,,<C-[>,same as <Esc>,,|i_CTRL-[|	CTRL-[		same as <Esc>,i_CTRL-[,builtin
i,,<C-]>,trigger abbreviation,,|i_CTRL-]|	CTRL-]		trigger abbreviation,i_CTRL-],builtin
i,,<C-^>,toggle use of |:lmap| mappings,,|i_CTRL-^|	CTRL-^		toggle use of |:lmap| mappings,i_CTRL-^,builtin
i,,<C-_>,"When 'allowrevins' set: change language (Hebrew, Farsi) {only when compiled with the |+rightleft| feature}",,"|i_CTRL-_|	CTRL-_		When 'allowrevins' set: change language (Hebrew, Farsi) {only when compiled with the |+rightleft| feature}",i_CTRL-_,builtin
i,,0<C-d>,delete all indent in the current line,,|i_0_CTRL-D|	0 CTRL-D	delete all indent in the current line,i_0_CTRL-D,builtin
i,,^<C-d>,"delete all indent in the current line, restore it in the next line",,"|i_^_CTRL-D|	^ CTRL-D	delete all indent in the current line, restore it in the next line",i_^_CTRL-D,builtin
i,,<Del>,delete character under the cursor,,|i_<Del>|	<Del>		delete character under the cursor,i_<Del>,builtin
i,,<Left>,cursor one character left,,|i_<Left>|	<Left>		cursor one character left,i_<Left>,builtin
i,,<S-Left>,cursor one word left,,|i_<S-Left>|	<S-Left>	cursor one word left,i_<S-Left>,builtin
i,,<C-Left>,cursor one word left,,|i_<C-Left>|	<C-Left>	cursor one word left,i_<C-Left>,builtin
i,,<Right>,cursor one character right,,|i_<Right>|	<Right>		cursor one character right,i_<Right>,builtin
i,,<S-Right>,cursor one word right,,|i_<S-Right>|	<S-Right>	cursor one word right,i_<S-Right>,builtin
i,,<C-Right>,cursor one word right,,|i_<C-Right>|	<C-Right>	cursor one word right,i_<C-Right>,builtin
i,,<Up>,cursor one line up,,|i_<Up>|	<Up>		cursor one line up,i_<Up>,builtin
i,,<S-Up>,same as <PageUp>,,|i_<S-Up>|	<S-Up>		same as <PageUp>,i_<S-Up>,builtin
i,,<Down>,cursor one line down,,|i_<Down>|	<Down>		cursor one line down,i_<Down>,builtin
i,,<S-Down>,same as <PageDown>,,|i_<S-Down>|	<S-Down>	same as <PageDown>,i_<S-Down>,builtin
i,,<Home>,cursor to start of line,,|i_<Home>|	<Home>		cursor to start of line,i_<Home>,builtin
i,,<C-Home>,cursor to start of file,,|i_<C-Home>|	<C-Home>	cursor to start of file,i_<C-Home>,builtin
i,,<End>,cursor past end of line,,|i_<End>|	<End>		cursor past end of line,i_<End>,builtin
i,,<C-End>,cursor past end of file,,|i_<C-End>|	<C-End>		cursor past end of file,i_<C-End>,builtin
i,,<PageUp>,one screenful backward,,|i_<PageUp>|	<PageUp>	one screenful backward,i_<PageUp>,builtin
i,,<PageDown>,one screenful forward,,|i_<PageDown>|	<PageDown>	one screenful forward,i_<PageDown>,builtin
i,,<F1>,same as <Help>,,|i_<F1>|	<F1>		same as <Help>,i_<F1>,builtin
i,,<Help>,stop insert mode and display help window,,|i_<Help>|	<Help>		stop insert mode and display help window,i_<Help>,builtin
i,,<Insert>,toggle Insert/Replace mode,,|i_<Insert>|	<Insert>	toggle Insert/Replace mode,i_<Insert>,builtin
i,,<LeftMouse>,cursor at mouse click,,|i_<LeftMouse>|	<LeftMouse>	cursor at mouse click,i_<LeftMouse>,builtin
i,,<ScrollWheelDown>,move window three lines down,,|i_<ScrollWheelDown>|	<ScrollWheelDown>	move window three lines down,i_<ScrollWheelDown>,builtin
i,,<S-ScrollWheelDown>,move window one page down,,|i_<S-ScrollWheelDown>|	<S-ScrollWheelDown>	move window one page down,i_<S-ScrollWheelDown>,builtin
i,,<ScrollWheelUp>,move window three lines up,,|i_<ScrollWheelUp>|	<ScrollWheelUp>		move window three lines up,i_<ScrollWheelUp>,builtin
i,,<S-ScrollWheelUp>,move window one page up,,|i_<S-ScrollWheelUp>|	<S-ScrollWheelUp>	move window one page up,i_<S-ScrollWheelUp>,builtin
i,,<ScrollWheelLeft>,move window six columns left,,|i_<ScrollWheelLeft>|	<ScrollWheelLeft>	move window six columns left,i_<ScrollWheelLeft>,builtin
i,,<S-ScrollWheelLeft>,move window one page left,,|i_<S-ScrollWheelLeft>|	<S-ScrollWheelLeft>	move window one page left,i_<S-ScrollWheelLeft>,builtin
i,,<ScrollWheelRight>,move window six columns right,,|i_<ScrollWheelRight>|	<ScrollWheelRight>	move window six columns right,i_<ScrollWheelRight>,builtin
i,,<C-x><C-d>,complete defined identifiers,,|i_CTRL-X_CTRL-D|	CTRL-X CTRL-D	complete defined identifiers,i_CTRL-X_CTRL-D,builtin
i,,<C-x><C-e>,scroll up,,|i_CTRL-X_CTRL-E|	CTRL-X CTRL-E	scroll up,i_CTRL-X_CTRL-E,builtin
i,,<C-x><C-f>,complete file names,,|i_CTRL-X_CTRL-F|	CTRL-X CTRL-F	complete file names,i_CTRL-X_CTRL-F,builtin
i,,<C-x><C-i>,complete identifiers,,|i_CTRL-X_CTRL-I|	CTRL-X CTRL-I	complete identifiers,i_CTRL-X_CTRL-I,builtin
i,,<C-x><C-k>,complete identifiers from dictionary,,|i_CTRL-X_CTRL-K|	CTRL-X CTRL-K	complete identifiers from dictionary,i_CTRL-X_CTRL-K,builtin
i,,<C-x><C-l>,complete whole lines,,|i_CTRL-X_CTRL-L|	CTRL-X CTRL-L	complete whole lines,i_CTRL-X_CTRL-L,builtin
i,,<C-x><C-n>,next completion,,|i_CTRL-X_CTRL-N|	CTRL-X CTRL-N	next completion,i_CTRL-X_CTRL-N,builtin
i,,<C-x><C-o>,omni completion,,|i_CTRL-X_CTRL-O|	CTRL-X CTRL-O	omni completion,i_CTRL-X_CTRL-O,builtin
i,,<C-x><C-p>,previous completion,,|i_CTRL-X_CTRL-P|	CTRL-X CTRL-P	previous completion,i_CTRL-X_CTRL-P,builtin
i,,<C-x><C-s>,spelling suggestions,,|i_CTRL-X_CTRL-S|	CTRL-X CTRL-S	spelling suggestions,i_CTRL-X_CTRL-S,builtin
i,,<C-x><C-t>,complete identifiers from thesaurus,,|i_CTRL-X_CTRL-T|	CTRL-X CTRL-T	complete identifiers from thesaurus,i_CTRL-X_CTRL-T,builtin
i,,<C-x><C-y>,scroll down,,|i_CTRL-X_CTRL-Y|	CTRL-X CTRL-Y	scroll down,i_CTRL-X_CTRL-Y,builtin
i,,<C-x><C-u>,complete with 'completefunc',,|i_CTRL-X_CTRL-U|	CTRL-X CTRL-U	complete with 'completefunc',i_CTRL-X_CTRL-U,builtin
i,,<C-x><C-v>,complete like in : command line,,|i_CTRL-X_CTRL-V|	CTRL-X CTRL-V	complete like in : command line,i_CTRL-X_CTRL-V,builtin
i,,<C-x><C-z>,"stop completion, keeping the text as-is",,"|i_CTRL-X_CTRL-Z|	CTRL-X CTRL-Z	stop completion, keeping the text as-is",i_CTRL-X_CTRL-Z,builtin
i,,<C-x><C-]>,complete tags,,|i_CTRL-X_CTRL-]|	CTRL-X CTRL-]	complete tags,i_CTRL-X_CTRL-],builtin
i,,<C-x>s,spelling suggestions,,|i_CTRL-X_s|		CTRL-X s	spelling suggestions,i_CTRL-X_s,builtin
i,,<C-l>,insert one character from the current match,,		CTRL-L		insert one character from the current match,,builtin
i,,<CR>,insert currently selected match,,		<CR>		insert currently selected match,,builtin
i,,<BS>,delete one character and redo search,,		<BS>		delete one character and redo search,,builtin
i,,<C-h>,same as <BS>,,		CTRL-H		same as <BS>,,builtin
i,,<Up>,select the previous match,,		<Up>		select the previous match,,builtin
i,,<Down>,select the next match,,		<Down>		select the next match,,builtin
i,,<PageUp>,select a match several entries back,,		<PageUp>	select a match several entries back,,builtin
i,,<PageDown>,select a match several entries forward,,		<PageDown>	select a match several entries forward,,builtin
i,,{char1}<BS>{char2},enter digraph (only when 'digraph' option set),,"|i_digraph|		{char1}<BS>{char2}	enter digraph (only when 'digraph' option set)
",i_digraph,builtin
i,,<C-k>{char1}{char2},enter digraph,,"|i_CTRL-K|	CTRL-K {char1} {char2}	enter digraph
",i_CTRL-K,builtin
i,,<C-s>HIFT-Q{char},like CTRL-Q unless |modifyOtherKeys| is active,,"|i_CTRL-SHIFT-Q|	  CTRL-SHIFT-Q {char}	like CTRL-Q unless |modifyOtherKeys| is active
",i_CTRL-SHIFT-Q,builtin
i,,<C-r>{register},insert the contents of a register,,"|i_CTRL-R|	CTRL-R {register}	insert the contents of a register
",i_CTRL-R,builtin
i,,<C-r><C-r>{register},insert the contents of a register literally,,"|i_CTRL-R_CTRL-R|	 CTRL-R CTRL-R {register}	insert the contents of a register literally
",i_CTRL-R_CTRL-R,builtin
i,,<C-r><C-o>{register},insert the contents of a register literally and don't auto-indent,,"|i_CTRL-R_CTRL-O|	 CTRL-R CTRL-O {register}	insert the contents of a register literally and don't auto-indent
",i_CTRL-R_CTRL-O,builtin
i,,<C-r><C-p>{register},insert the contents of a register literally and fix indent.,,"|i_CTRL-R_CTRL-P|	 CTRL-R CTRL-P {register}	insert the contents of a register literally and fix indent.
",i_CTRL-R_CTRL-P,builtin
i,,<C-\><C-n>,go to Normal mode,,"|i_CTRL-\_CTRL-N|	 CTRL-\ CTRL-N	go to Normal mode
",i_CTRL-\_CTRL-N,builtin
i,,<C-\><C-g>,go to mode specified with 'insertmode',,"|i_CTRL-\_CTRL-G|	 CTRL-\ CTRL-G	go to mode specified with 'insertmode'
",i_CTRL-\_CTRL-G,builtin
i,,<C-S-V>{char},like CTRL-V unless |modifyOtherKeys| is active,,"|i_CTRL-SHIFT-V|		 CTRL-SHIFT-V {char}	 like CTRL-V unless |modifyOtherKeys| is active
",i_CTRL-SHIFT-V,builtin
i,,<C-v>{number},insert three digit decimal number as a single byte.,,"|i_CTRL-V_digit|		CTRL-V {number}	insert three digit decimal number as a single byte.
",i_CTRL-V_digit,builtin
i,,<S-ScrollWheelRight>,move window one page right,,"|i_<S-ScrollWheelRight>|	<S-ScrollWheelRight>	move window one page right
",i_<S-ScrollWheelRight>,builtin
i,,<C-e>,stop completion and go back to original text,,"|complete_CTRL-E|			CTRL-E	stop completion and go back to original text
",complete_CTRL-E,builtin
i,,<C-y>,accept selected match and stop completion,,"|complete_CTRL-Y|			CTRL-Y	accept selected match and stop completion
",complete_CTRL-Y,builtin
n,,<C-a>,add N to number at/after cursor(can be undone/redone),,"|CTRL-A|	CTRL-A		2  add N to number at/after cursor
",CTRL-A,builtin
n,,<C-b>,scroll N screens Backwards(cursor movement command),,"|CTRL-B|	CTRL-B		1  scroll N screens Backwards
",CTRL-B,builtin
n,,<C-c>,interrupt current (search) command,,"|CTRL-C|	CTRL-C		   interrupt current (search) command
",CTRL-C,builtin
n,,<C-d>,scroll Down N lines (default: half a screen),,"|CTRL-D|	CTRL-D		   scroll Down N lines (default: half a screen)
",CTRL-D,builtin
n,,<C-e>,scroll N lines upwards (N lines Extra),,"|CTRL-E|	CTRL-E		   scroll N lines upwards (N lines Extra)
",CTRL-E,builtin
n,,<C-f>,scroll N screens Forward(cursor movement command),,"|CTRL-F|	CTRL-F		1  scroll N screens Forward
",CTRL-F,builtin
n,,<C-g>,display current file name and position,,"|CTRL-G|	CTRL-G		   display current file name and position
",CTRL-G,builtin
n,,<BS>,"same as ""h""(cursor movement command)",,"|<BS>|		<BS>		1  same as ""h""
",<BS>,builtin
n,,<C-h>,"same as ""h""(cursor movement command)",,"|CTRL-H|	CTRL-H		1  same as ""h""
",CTRL-H,builtin
n,,<Tab>,go to N newer entry in jump list(cursor movement command),,"|<Tab>|		<Tab>		1  go to N newer entry in jump list
",<Tab>,builtin
n,,<C-i>,same as <Tab>(cursor movement command),,"|CTRL-I|	CTRL-I		1  same as <Tab>
",CTRL-I,builtin
n,,<NL>,"same as ""j""(cursor movement command)",,"|<NL>|		<NL>		1  same as ""j""
",<NL>,builtin
n,,<C-j>,"same as ""j""(cursor movement command)",,"|CTRL-J|	CTRL-J		1  same as ""j""
",CTRL-J,builtin
n,,<C-l>,redraw screen,,"|CTRL-L|	CTRL-L		   redraw screen
",CTRL-L,builtin
n,,<CR>,cursor to the first CHAR N lines lower(cursor movement command),,"|<CR>|		<CR>		1  cursor to the first CHAR N lines lower
",<CR>,builtin
n,,<C-m>,same as <CR>(cursor movement command),,"|CTRL-M|	CTRL-M		1  same as <CR>
",CTRL-M,builtin
n,,<C-n>,"same as ""j""(cursor movement command)",,"|CTRL-N|	CTRL-N		1  same as ""j""
",CTRL-N,builtin
n,,<C-o>,go to N older entry in jump list(cursor movement command),,"|CTRL-O|	CTRL-O		1  go to N older entry in jump list
",CTRL-O,builtin
n,,<C-p>,"same as ""k""(cursor movement command)",,"|CTRL-P|	CTRL-P		1  same as ""k""
",CTRL-P,builtin
n,,<C-q>,"not used, or used for terminal control flow",,"		CTRL-Q		   not used, or used for terminal control flow
",,builtin
n,,<C-r>,redo changes which were undone with 'u'(can be undone/redone),,"|CTRL-R|	CTRL-R		2  redo changes which were undone with 'u'
",CTRL-R,builtin
n,,<C-s>,"not used, or used for terminal control flow",,"		CTRL-S		   not used, or used for terminal control flow
",,builtin
n,,<C-t>,jump to N older Tag in tag list,,"|CTRL-T|	CTRL-T		   jump to N older Tag in tag list
",CTRL-T,builtin
n,,<C-u>,scroll N lines Upwards (default: half a screen),,"|CTRL-U|	CTRL-U		   scroll N lines Upwards (default: half a screen)
",CTRL-U,builtin
n,,<C-v>,start blockwise Visual mode,,"|CTRL-V|	CTRL-V		   start blockwise Visual mode
",CTRL-V,builtin
n,,<C-w>{char},"window commands, see |CTRL-W|",,"|CTRL-W|	CTRL-W {char}	   window commands, see |CTRL-W|
",CTRL-W,builtin
n,,<C-x>,subtract N from number at/after cursor(can be undone/redone),,"|CTRL-X|	CTRL-X		2  subtract N from number at/after cursor
",CTRL-X,builtin
n,,<C-y>,scroll N lines downwards,,"|CTRL-Y|	CTRL-Y		   scroll N lines downwards
",CTRL-Y,builtin
n,,<C-z>,suspend program (or start new shell),,"|CTRL-Z|	CTRL-Z		   suspend program (or start new shell)
",CTRL-Z,builtin
n,,<C-[><Esc>,not used,,"		CTRL-[ <Esc>	   not used
",,builtin
n,,<C-\><C-n>,go to Normal mode (no-op),,"|CTRL-\_CTRL-N|	CTRL-\ CTRL-N	   go to Normal mode (no-op)
",CTRL-\_CTRL-N,builtin
n,,<C-\><C-g>,go to mode specified with 'insertmode',,"|CTRL-\_CTRL-G|	CTRL-\ CTRL-G	   go to mode specified with 'insertmode'
",CTRL-\_CTRL-G,builtin
n,,<C-]>,:ta to ident under cursor,,"|CTRL-]|	CTRL-]		   :ta to ident under cursor
",CTRL-],builtin
n,,<C-^>,"edit Nth alternate file (equivalent to "":e #N"")",,"|CTRL-^|	CTRL-^		   edit Nth alternate file (equivalent to "":e #N"")
",CTRL-^,builtin
n,,<Space>,"same as ""l""(cursor movement command)",,"|<Space>|	<Space>		1  same as ""l""
",<Space>,builtin
n,,!,filter Nmove text through the {filter} command(can be undone/redone),,				2  filter Nmove text through the {filter} command,,builtin
n,,!!{filter},filter N lines through the {filter} command(can be undone/redone),,|!!|		!!{filter}	2  filter N lines through the {filter} command,!!,builtin
n,,"""{register}","use {register} for next delete, yank or put ({.%#:} only work with put)",,"|quote|		""{register}  	   use {register} for next delete, yank or put ({.%#:} only work with put)
",quote,builtin
n,,#,search backward for the Nth occurrence of the ident under the cursor(cursor movement command),,"|#|		#		1  search backward for the Nth occurrence of the ident under the cursor
",#,builtin
n,,$,cursor to the end of Nth next line(cursor movement command),,"|$|		$		1  cursor to the end of Nth next line
",$,builtin
n,,%,"find the next (curly/square) bracket on this line and go to its match, or go to matching comment bracket, or go to matching preprocessor directive.(cursor movement command)",,"|%|		%		1  find the next (curly/square) bracket on this line and go to its match, or go to matching comment bracket, or go to matching preprocessor directive.
",%,builtin
